Round: 1, Id: 1, beginUplink: 25.177052, endUplink: 25.273512, beginDownlink 0.000000,endDownlink: 5.126812,
Round: 1, Id: 3, beginUplink: 25.197210, endUplink: 25.329242, beginDownlink 0.000000,endDownlink: 5.171226,
Round: 1, Id: 4, beginUplink: 25.216236, endUplink: 25.338223, beginDownlink 0.000000,endDownlink: 5.184925,
Round: 1, Id: 0, beginUplink: 25.233486, endUplink: 25.360256, beginDownlink 0.000000,endDownlink: 5.215908,
Round: 2, Id: 3, beginUplink: 25.223012, endUplink: 25.270744, beginDownlink 0.000000,endDownlink: 5.143224,
Round: 2, Id: 1, beginUplink: 25.221994, endUplink: 25.279440, beginDownlink 0.000000,endDownlink: 5.095517,
Round: 2, Id: 4, beginUplink: 25.215502, endUplink: 25.300395, beginDownlink 0.000000,endDownlink: 5.195400,
Round: 2, Id: 0, beginUplink: 28.125967, endUplink: 28.257221, beginDownlink 0.000000,endDownlink: 8.092623,
Round: 2, Id: 2, beginUplink: 28.212168, endUplink: 28.340705, beginDownlink 0.000000,endDownlink: 8.184138,
Round: 3, Id: 3, beginUplink: 25.099385, endUplink: 25.119202, beginDownlink 0.000000,endDownlink: 5.071902,
Round: 3, Id: 1, beginUplink: 25.165975, endUplink: 25.192545, beginDownlink 0.000000,endDownlink: 5.133422,
Round: 3, Id: 0, beginUplink: 25.193128, endUplink: 25.251870, beginDownlink 0.000000,endDownlink: 5.185245,
Round: 3, Id: 4, beginUplink: 25.211465, endUplink: 25.263100, beginDownlink 0.000000,endDownlink: 5.184128,
Round: 3, Id: 2, beginUplink: 28.095857, endUplink: 28.200505, beginDownlink 0.000000,endDownlink: 8.075732,
