Round: 1, Id: 0, beginUplink: 25.377910, endUplink: 25.703140, beginDownlink 0.000000,endDownlink: 5.260899,
Round: 1, Id: 2, beginUplink: 25.427512, endUplink: 25.756780, beginDownlink 0.000000,endDownlink: 5.267023,
Round: 1, Id: 4, beginUplink: 26.212267, endUplink: 26.386948, beginDownlink 0.000000,endDownlink: 6.131529,
Round: 1, Id: 3, beginUplink: 28.229900, endUplink: 28.411381, beginDownlink 0.000000,endDownlink: 8.131264,
Round: 1, Id: 1, beginUplink: 29.218370, endUplink: 29.419304, beginDownlink 0.000000,endDownlink: 9.126599,
Round: 2, Id: 1, beginUplink: 25.457956, endUplink: 25.723503, beginDownlink 0.000000,endDownlink: 5.310964,
Round: 2, Id: 4, beginUplink: 25.605432, endUplink: 26.121892, beginDownlink 0.000000,endDownlink: 5.312618,
Round: 2, Id: 3, beginUplink: 25.562273, endUplink: 26.305864, beginDownlink 0.000000,endDownlink: 5.363833,
Round: 2, Id: 2, beginUplink: 28.327165, endUplink: 28.621333, beginDownlink 0.000000,endDownlink: 8.218921,
Round: 2, Id: 0, beginUplink: 28.458472, endUplink: 28.798263, beginDownlink 0.000000,endDownlink: 8.352930,
Round: 3, Id: 2, beginUplink: 25.853483, endUplink: 26.808296, beginDownlink 0.000000,endDownlink: 5.553767,
Round: 3, Id: 1, beginUplink: 25.935998, endUplink: 26.976020, beginDownlink 0.000000,endDownlink: 5.617804,
Round: 3, Id: 4, beginUplink: 26.310024, endUplink: 27.557472, beginDownlink 0.000000,endDownlink: 5.635726,
Round: 3, Id: 3, beginUplink: 26.047499, endUplink: 27.705169, beginDownlink 0.000000,endDownlink: 5.652873,
Round: 3, Id: 0, beginUplink: 26.064792, endUplink: 27.873773, beginDownlink 0.000000,endDownlink: 5.583324,
