Round: 1, Id: 3, beginUplink: 25.144555, endUplink: 25.217565, beginDownlink 0.000000,endDownlink: 5.103442,
Round: 1, Id: 5, beginUplink: 25.175037, endUplink: 25.255361, beginDownlink 0.000000,endDownlink: 5.129935,
Round: 1, Id: 0, beginUplink: 25.176825, endUplink: 25.266198, beginDownlink 0.000000,endDownlink: 5.151291,
Round: 1, Id: 1, beginUplink: 28.228030, endUplink: 28.285210, beginDownlink 0.000000,endDownlink: 8.135285,
Round: 1, Id: 4, beginUplink: 28.256238, endUplink: 28.302781, beginDownlink 0.000000,endDownlink: 8.225027,
Round: 1, Id: 6, beginUplink: 28.418526, endUplink: 28.506352, beginDownlink 0.000000,endDownlink: 8.375573,
Round: 2, Id: 3, beginUplink: 25.270139, endUplink: 25.322990, beginDownlink 0.000000,endDownlink: 5.141380,
Round: 2, Id: 2, beginUplink: 25.574063, endUplink: 25.606236, beginDownlink 0.000000,endDownlink: 5.480513,
Round: 2, Id: 1, beginUplink: 25.820651, endUplink: 25.899505, beginDownlink 0.000000,endDownlink: 5.599629,
Round: 2, Id: 4, beginUplink: 28.105014, endUplink: 28.124973, beginDownlink 0.000000,endDownlink: 8.041181,
Round: 2, Id: 0, beginUplink: 28.158703, endUplink: 28.257839, beginDownlink 0.000000,endDownlink: 8.120902,
Round: 2, Id: 6, beginUplink: 28.183841, endUplink: 28.313533, beginDownlink 0.000000,endDownlink: 8.159901,
Round: 2, Id: 5, beginUplink: 28.242565, endUplink: 28.392025, beginDownlink 0.000000,endDownlink: 8.234073,
Round: 3, Id: 0, beginUplink: 25.247541, endUplink: 25.361377, beginDownlink 0.000000,endDownlink: 5.136217,
Round: 3, Id: 5, beginUplink: 25.362053, endUplink: 25.437798, beginDownlink 0.000000,endDownlink: 5.284251,
Round: 3, Id: 4, beginUplink: 25.428491, endUplink: 25.505918, beginDownlink 0.000000,endDownlink: 5.314574,
Round: 3, Id: 2, beginUplink: 25.446190, endUplink: 25.528073, beginDownlink 0.000000,endDownlink: 5.396420,
Round: 3, Id: 3, beginUplink: 25.457409, endUplink: 25.743003, beginDownlink 0.000000,endDownlink: 5.199090,
Round: 3, Id: 1, beginUplink: 25.478844, endUplink: 25.756020, beginDownlink 0.000000,endDownlink: 5.424713,
