Round: 1, Id: 0, beginUplink: 25.151496, endUplink: 25.223738, beginDownlink 0.000000,endDownlink: 5.126489,
Round: 1, Id: 3, beginUplink: 25.167104, endUplink: 25.264911, beginDownlink 0.000000,endDownlink: 5.154916,
Round: 1, Id: 1, beginUplink: 25.317561, endUplink: 25.409621, beginDownlink 0.000000,endDownlink: 5.251910,
Round: 1, Id: 2, beginUplink: 28.182695, endUplink: 28.237435, beginDownlink 0.000000,endDownlink: 8.148772,
Round: 2, Id: 0, beginUplink: 25.152666, endUplink: 25.208769, beginDownlink 0.000000,endDownlink: 5.131373,
Round: 2, Id: 1, beginUplink: 25.198100, endUplink: 25.258160, beginDownlink 0.000000,endDownlink: 5.169632,
Round: 2, Id: 2, beginUplink: 25.266699, endUplink: 25.332929, beginDownlink 0.000000,endDownlink: 5.239914,
Round: 2, Id: 3, beginUplink: 26.051420, endUplink: 26.071189, beginDownlink 0.000000,endDownlink: 6.035310,
Round: 3, Id: 0, beginUplink: 25.134617, endUplink: 25.168866, beginDownlink 0.000000,endDownlink: 5.112271,
Round: 3, Id: 3, beginUplink: 25.169036, endUplink: 25.185833, beginDownlink 0.000000,endDownlink: 5.154428,
Round: 3, Id: 1, beginUplink: 25.217419, endUplink: 25.333018, beginDownlink 0.000000,endDownlink: 5.194259,
Round: 3, Id: 2, beginUplink: 28.040011, endUplink: 28.059831, beginDownlink 0.000000,endDownlink: 8.028383,
