Round: 1, Id: 4, beginUplink: 25.169495, endUplink: 25.186877, beginDownlink 0.000000,endDownlink: 5.101633,
Round: 1, Id: 5, beginUplink: 25.217686, endUplink: 25.233827, beginDownlink 0.000000,endDownlink: 5.177698,
Round: 1, Id: 1, beginUplink: 25.297263, endUplink: 25.349689, beginDownlink 0.000000,endDownlink: 5.254211,
Round: 1, Id: 0, beginUplink: 28.121334, endUplink: 28.142658, beginDownlink 0.000000,endDownlink: 8.069827,
Round: 1, Id: 3, beginUplink: 28.163285, endUplink: 28.219679, beginDownlink 0.000000,endDownlink: 8.143613,
Round: 2, Id: 4, beginUplink: 25.081752, endUplink: 25.108358, beginDownlink 0.000000,endDownlink: 5.071013,
Round: 2, Id: 5, beginUplink: 25.143335, endUplink: 25.193128, beginDownlink 0.000000,endDownlink: 5.122058,
Round: 2, Id: 1, beginUplink: 25.194594, endUplink: 25.323341, beginDownlink 0.000000,endDownlink: 5.174563,
Round: 2, Id: 3, beginUplink: 28.064559, endUplink: 28.142451, beginDownlink 0.000000,endDownlink: 8.057532,
Round: 2, Id: 2, beginUplink: 28.144329, endUplink: 28.266052, beginDownlink 0.000000,endDownlink: 8.113373,
Round: 2, Id: 0, beginUplink: 28.191935, endUplink: 28.322152, beginDownlink 0.000000,endDownlink: 8.181740,
Round: 3, Id: 4, beginUplink: 25.120107, endUplink: 25.224115, beginDownlink 0.000000,endDownlink: 5.112144,
Round: 3, Id: 0, beginUplink: 25.225918, endUplink: 25.726593, beginDownlink 0.000000,endDownlink: 5.183526,
Round: 3, Id: 5, beginUplink: 25.358686, endUplink: 25.766986, beginDownlink 0.000000,endDownlink: 5.172883,
Round: 3, Id: 1, beginUplink: 28.796900, endUplink: 28.832602, beginDownlink 0.000000,endDownlink: 8.522428,
Round: 3, Id: 2, beginUplink: 28.832965, endUplink: 28.957846, beginDownlink 0.000000,endDownlink: 8.762960,
