Round: 1, Id: 4, beginUplink: 25.512528, endUplink: 25.891564, beginDownlink 0.000000,endDownlink: 5.276285,
Round: 1, Id: 3, beginUplink: 25.482587, endUplink: 26.004884, beginDownlink 0.000000,endDownlink: 5.330731,
Round: 1, Id: 1, beginUplink: 25.613506, endUplink: 26.177156, beginDownlink 0.000000,endDownlink: 5.527397,
Round: 1, Id: 2, beginUplink: 28.313954, endUplink: 28.612227, beginDownlink 0.000000,endDownlink: 8.216597,
Round: 1, Id: 0, beginUplink: 28.414679, endUplink: 28.791004, beginDownlink 0.000000,endDownlink: 8.331646,
Round: 2, Id: 4, beginUplink: 25.510265, endUplink: 25.819161, beginDownlink 0.000000,endDownlink: 5.388880,
Round: 2, Id: 1, beginUplink: 25.592928, endUplink: 26.315915, beginDownlink 0.000000,endDownlink: 5.318823,
Round: 2, Id: 2, beginUplink: 25.647686, endUplink: 26.491346, beginDownlink 0.000000,endDownlink: 5.534979,
Round: 2, Id: 3, beginUplink: 28.202828, endUplink: 28.379236, beginDownlink 0.000000,endDownlink: 8.122417,
Round: 3, Id: 0, beginUplink: 25.581189, endUplink: 26.740063, beginDownlink 0.000000,endDownlink: 5.376944,
Round: 3, Id: 3, beginUplink: 25.623186, endUplink: 26.851424, beginDownlink 0.000000,endDownlink: 5.380639,
Round: 3, Id: 2, beginUplink: 25.556382, endUplink: 26.893195, beginDownlink 0.000000,endDownlink: 5.337839,
Round: 3, Id: 4, beginUplink: 28.295204, endUplink: 28.519416, beginDownlink 0.000000,endDownlink: 8.194743,
Round: 3, Id: 1, beginUplink: 28.406469, endUplink: 28.672309, beginDownlink 0.000000,endDownlink: 8.319258,
